answerKey,question,choices
E,If someone has a delicious lunch what are they likely to claim?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['become tired', 'get sleepy', 'feel full', 'getting fear',
       'feeling satisfied'], dtype=object)}"
E,What could hydrogen be added to to cause it to explode?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['universe', 'chemistry lab', 'ocean', 'texas', 'air'], dtype=object)}"
B,James doesn't want a relationship. He thinks that loving another will only create what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['satisfaction', 'jealousy', 'happiness', 'wonderful', 'quiet'],
      dtype=object)}"
C,What is the final phase of a living being's life?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['decay', 'respiration', 'death', 'growing older', 'sometimes bad'],
      dtype=object)}"
A,How do single cell animals create new generations?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['reproduce asexually', 'procreate', 'need to eat', 'bite',
       'feel pain'], dtype=object)}"
C,Where could you be if you are sit quietly?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sit down', 'lay down', 'alone', 'go home', 'meditate'],
      dtype=object)}"
B,"The mascot gathered the children around the campfire, he then began to what them?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['go to movies', 'read to', 'imagine', 'eat smores', 'play games'],
      dtype=object)}"
C,John knows that molecules are very important.  Where might John look for them?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['elements', 'substance', 'anything', 'air', 'hands'], dtype=object)}"
D,What would you read about an apple tree in?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['new york', 'cat in the hat', 'spain', 'bible', 'ohio'],
      dtype=object)}"
D,"Skiing can be very risky, it can be the cause of a very serious what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fall down', 'fall in', 'getting cold', 'accident',
       'trip and fall'], dtype=object)}"
C,"James enjoyed playing games, but he didn't like games that lacked safety.  He was afraid of potential what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['enjoyment', 'excitement', 'loss of life', 'have fun', 'happiness'],
      dtype=object)}"
C,A tabby cat might be found laying where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['home', 'pet shop', 'lap', 'dog pound', 'alley'], dtype=object)}"
C,A large river drains into a tropical forest where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['countryside', 'channels', 'amazon basin', 'temperate zone',
       'national park'], dtype=object)}"
B,What to living things do to continue their species?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['communing', 'reproducing', 'palpitations', 'perspiration',
       'respiration'], dtype=object)}"
D,"Something I haven't done recently is have rest, how do I feel?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['were very tired', 'rested', 'worked all day', 'exhausted',
       'muscles tired'], dtype=object)}"
D,"Work can be a grind, it makes you appreciate times of what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['unemployment', 'earn money', 'sleeping', 'relaxation',
       'do nothing'], dtype=object)}"
E,Bob didn't know that the secret passageway was there when he bought the place. It led to a bomb shelter in the back yard.  Where might the passage way have been?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['airport', 'building', 'hotel', 'shopping mall', 'house'],
      dtype=object)}"
D,Where would you put jewlery if you do not plan to use it soon?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""lady's boudoir"", 'suitcase', 'bedroom drawer', 'safe deposit box',
       'department store'], dtype=object)}"
A,What is likely true about a dog that escapes regularly?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['very smart', 'very loyal', 'tired', 'friendly', 'faithful'],
      dtype=object)}"
A,What popular clothing retailer often has a fitting room to try on clothing?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gap', 'car dealership', 'department store', 'mall', 'appropriate'],
      dtype=object)}"
A,"The fumes weren't being well ventilated, the worker kept getting what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['headaches', 'sidetracked', 'then have', 'disappointment',
       'being happy'], dtype=object)}"
D,What do you use to pronounce parts of a letter?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['joke', 'word', 'number', 'syllable', 'english alphabet'],
      dtype=object)}"
D,"Humans tend to be born two ways, these two ways are what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['emotional', 'very adaptable', 'left or right handed',
       'male or female', 'selfish'], dtype=object)}"
D,Why might someone have a hard time seeing through a clear medium?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['obscure', 'see-through', 'opaque', 'thick', 'misunderstood'],
      dtype=object)}"
C,"There's tickets, rides, and games but the real money made where is in the food sales?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mall', 'kitchen', 'fairgrounds', ""neighbor's house"",
       'military base'], dtype=object)}"
B,Where could you find 10 or 100 home that are not attached together?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['denver', 'neighborhood', 'city or town', 'michigan',
       'apartment building'], dtype=object)}"
D,How might I procure what I need to eat?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['make food', 'find food', 'prepare food', 'buy food',
       ""check your cat's mouth""], dtype=object)}"
A,"The person didn't like the varying size of the cake slices handed out, she demand more what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fairness', 'candies', 'compliments', 'well fed', 'arguements'],
      dtype=object)}"
C,What do you read to help with at night?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['learn new things', 'memorize', 'falling asleep', 'waking up',
       'having fun'], dtype=object)}"
A,What often goes under furniture?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rug', 'store', 'room', 'bathtub', 'loft'], dtype=object)}"
E,"The boy was popular, but because of the things he liked he was considered a bit of a what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['disliked', 'weirdo', 'nerdy', 'unknown', 'geek'], dtype=object)}"
C,Why would you be going for run if you are not ill?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['mouth wash', 'breathlessness', 'losing weight', 'better health',
       'satisfaction'], dtype=object)}"
C,What is something you do when you want to see someone?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['make noise', 'make payments', 'make time', 'make a mess',
       'take time'], dtype=object)}"
D,"The police had been stumped for years, the grieving family hired a private investigator in a hope to what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['notice physical evidence', 'arrest criminal', 'gather evidence',
       'discover truth', 'gathering facts'], dtype=object)}"
B,Where does the toilet fly outside the atmosphere and glides to a landing?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['apartment', 'space shuttle', 'restaurant', 'jungle gym',
       'stadium'], dtype=object)}"
A,"The judge found him guilty of committing perjury, this brought the man great what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['shame', 'arrest', 'distress', 'embarrassment', 'tension'],
      dtype=object)}"
D,Where can you find many clothing sellers in the same place?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['backpack', 'yard sale', 'closet', 'mall', 'department store'],
      dtype=object)}"
A,"If two groups of people want to vacation somewhere else for free, what can they do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['trade places', 'make lists', 'talk to each other', 'hurry along',
       'believe in god'], dtype=object)}"
E,"Humans have a long digestive tract, so what do they do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean', 'hear sounds', 'play piano', 'eat meat', 'excrete'],
      dtype=object)}"
C,"Unlike identical twins, with fraternal you can end up with both a daughter and what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['brother', 'daughtercard', 'son', 'boy', 'dude'], dtype=object)}"
E,Where could you find more than a few bald eagle?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['the park', 'in washington', ""eagle's nest"", 'aerie',
       'western north america'], dtype=object)}"
B,What is something that would become uninhabited if it did not have a queen?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['castle', 'bee hive', 'beehive', 'england', 'a drag show.'],
      dtype=object)}"
A,What is the payment collected on a toll road designed to do to the condition of roads?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['good repair', 'new jersey', 'eastern united states',
       'connecticut', 'potholes'], dtype=object)}"
C,"When an army is sent abroad to combat zones, what might they be doing?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['vacation', 'battlefield', 'war', 'military base',
       'other countries'], dtype=object)}"
E,Johnny was looking for cookies that his mom had hid from him.  Where might he look for them?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['dessert', 'evercookie', 'evercookie', 'store', 'jar'],
      dtype=object)}"
D,"The jeweler was impressed by the quality of the diamonds, why was he so impressed?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rare', 'pretty', 'shine', 'clear', 'translucent'], dtype=object)}"
E,Why could someone fall down after eating lunch?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['drowsiness', 'late for work', 'feel full', 'lethargy',
       'feel sleepy'], dtype=object)}"
A,Where would you find an armoire when you retire at the end of the day?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bedroom', 'clothes', 'living room', 'furniture store', 'bathroom'],
      dtype=object)}"
D,Where are the boxes that can't be accessed while standing upright?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bungalow', 'garage', 'basement', 'attic', 'loft'], dtype=object)}"
E,What do you experience after doing housework?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['boredom', 'nice home', 'tiredness', 'house clean',
       'feeling satisfied'], dtype=object)}"
B,"The local business needed an advertisement, they bought one on the side of what public transport?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['la ville', 'bus', 'store', 'magazine', 'taxi cab'], dtype=object)}"
C,"The two teams were competing all the time, what likely developed between them?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['accomplishment', 'enemies', 'rivalry', 'friendship', 'bad blood'],
      dtype=object)}"
E,"If I am tilting a drink toward my face, what should I do before the liquid spills over?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['close eyes', 'use glass', 'buy bottle', 'eat first', 'open mouth'],
      dtype=object)}"
A,"He was finding information through meditation and yoga, what was he seeking?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['happiness', 'ulcers', 'power', 'get answers', 'respect'],
      dtype=object)}"
B,"The amount of effort put into the losing project was negligible, how much effort was put into the winning project?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['significant', 'considerable', 'important', 'unignorable',
       'useful'], dtype=object)}"
E,What do fans do to players competing against each other?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['frustration', 'ignore', 'injury', 'emotions', 'encouraging'],
      dtype=object)}"
B,What does exercising lead to when you are out of shape?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['exhaustion', 'breathlessness', 'tiredness', 'lost weight',
       'physical fitness'], dtype=object)}"
E,Where does one put a calendar in their home?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fridge', 'wrist watch', 'office supply store', 'outside',
       'desktop'], dtype=object)}"
B,"The team began analysing all the DNA evidence, they were hoping to once and for all be what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['enlightened', 'discovering truth', 'new knowledge', 'paid',
       'learn more about'], dtype=object)}"
D,"They may be out of bed, but for some they don't what until they eat breakfast?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['set an alarm', 'open mouth', 'prepare breakfast', 'wake up',
       'buy food'], dtype=object)}"
E,"The car needed to be parked while the crew refinished his driveway, where did he park it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['parking lot', 'street corner', 'in phoenix', 'garden',
       ""neighbor's house""], dtype=object)}"
C,Chatting with friends and playing games is great what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['floating', 'laughter', 'fun', 'inspiration', 'discomfort'],
      dtype=object)}"
E,You can read about new bullet varieties in a what for weapons enthusiasts?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bible', 'casing', 'gun shop', 'box', 'magazine'], dtype=object)}"
D,What is a student encouraged to do as they mature?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wait in line', 'do extra credit', 'cross road',
       'think for himself', 'study book'], dtype=object)}"
B,When a young child is sleeping what is something that is common for their age?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['snoring', 'wetting bed', 'sleepwalking', 'talking',
       'laughing loud'], dtype=object)}"
D,What can sex often be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['nice', 'good', 'dirty', 'great fun', 'eventful'], dtype=object)}"
E,John carred for Lucy but had trouble expressing it.  Lucy was disturbed by John's inability to express affection and felt that he was what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['being mean', 'negligence', 'disinterest', 'misunderstood',
       'unfeeling'], dtype=object)}"
A,What would you see if there were different types of flowers near you?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['many colors', 'smell good', 'cover fields', 'smell bad',
       'continue to grow'], dtype=object)}"
B,"He came across a raw item but his pack was full, he had to abandon something if he was to what the item?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['join', 'acquire', 'engage', 'maintain', 'remit'], dtype=object)}"
C,When you drive you may have to stop if someone is doing what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['while driving', 'check mirrors', 'walking', 'stop', 'passenger'],
      dtype=object)}"
E,What are two people likely to do that three will not do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['believe in god', 'kiss', 'go hiking', 'group objects',
       'make babies'], dtype=object)}"
C,"The small locally owned beauty salon had it's grand opening, people hoped it would boost the economy in the surrounding what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clerk', 'barber shop', 'neighborhood', 'city', 'strip mall'],
      dtype=object)}"
E,If the authorities see you hurting someone else what will happen to you?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sadness', 'racial profiling', 'anger', 'suffering', 'arrested'],
      dtype=object)}"
B,What do dogs get that make them itch?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bones', 'fleas', 'bad breath', 'wagging tails', 'four legs'],
      dtype=object)}"
C,Standing in line is made more difficult by what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fidgeting', 'get tired', 'tiredness', 'cars', 'pain'],
      dtype=object)}"
A,What is an important part of living that people often forget to do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['trying to stay happy', 'fall in love', 'doing sport', 'die',
       'seeing'], dtype=object)}"
E,What do you have to do to learn to play violin?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tune', 'practise', 'relaxing', 'ask questions', 'take lessons'],
      dtype=object)}"
C,"Playing poker takes a lot of luck, but being consistent takes what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ante', 'happiness', 'skill', 'losing money', 'attention'],
      dtype=object)}"
A,"Sally isn't beautiful.  She looks okay, just plain. But she doesn't think so. She has image issues and thinks that she's what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ugly', 'overweight', 'bad', 'average', 'hideous'], dtype=object)}"
E,"If you're drinking for the purpose of getting drunk, the next morning what might you experience?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['getting drunk', 'need to urinate', 'sickness', 'loss of control',
       'hangover'], dtype=object)}"
A,What feeling does see favorite show eliminate?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bored', 'happiness', 'entertained', 'entertains', 'buy tickets'],
      dtype=object)}"
D,Where are trees safest?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['university', 'rainforest', 'zoo', 'state park', 'san francisco'],
      dtype=object)}"
D,Some people went shopping to buy racks. What will they do with them?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['make babies', 'go hiking', 'build', 'group objects',
       'talk to each other'], dtype=object)}"
A,"If a person is trying to weasel out of punishment for a crime, where are they likely to be?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['court room', 'cherry tree', 'chicken coop',
       'natural history museum', 'jail'], dtype=object)}"
D,If you have plenty to eat when you have lunch you'll do what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eath', 'pouring coffee', 'feel empty', 'get full',
       'getting in line'], dtype=object)}"
B,Why do people like eating hamburgers?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['clogged arteries', 'tasty', 'have fun', 'indigestion',
       'gain weight'], dtype=object)}"
D,What happens when you try to help someone but make it worse?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['succeed', 'do nothing', 'anticipate', 'hinder', 'hurting'],
      dtype=object)}"
B,Where do older people sometimes want to hear the singer more than the music?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['elevator', 'opera', 'carnival', 'music hall', 'night club'],
      dtype=object)}"
E,"Stopping being married to her allowed him to again pursue his dreams, it brought him what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['depression', 'wrong', 'relief', 'rememberance', 'pleasure'],
      dtype=object)}"
C,If you're going fishing what do you need to buy?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['tackle', 'fishing rod', 'bate', 'boat', 'fishing pole'],
      dtype=object)}"
E,Alexa needed a safe place to put her acoustic guitar when she wasn't playing it.  Where might she put it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['drawer', 'music shop', 'house', 'studio', 'closet'], dtype=object)}"
A,What do you physically do to someone that you love?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kiss', 'kill', 'forgive', 'paint', 'please parents'], dtype=object)}"
E,What do people watch television to become?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['see favorite show', 'be quiet', 'get comfortable', ""you're bored"",
       'entertained'], dtype=object)}"
D,John and James wanted to eat hot dogs but weren't sure where they could by some.  They asked a costumed person for directions.  This was their first trip where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['costume shop', 'park', 'bowling alley', 'disneyland',
       'sporting event'], dtype=object)}"
C,When do girls eat ice cream on the couch?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['wash hands', 'were hungry', 'depressed', ""athlete's foot"",
       'cool down'], dtype=object)}"
D,How might praying make someone feel as they wait for an outcome?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['relief', 'meditation', 'confusing god', 'being comforted',
       'contemplation'], dtype=object)}"
A,What is a risk of going on vacation?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['overspending', 'staying there', 'relaxing', 'pleasant thoughts',
       'enjoy'], dtype=object)}"
A,Where might shoes be found under?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bed', 'closet', 'rug', 'table', 'a water buffalo'], dtype=object)}"
D,"The man wanted to have food ready for the work week, so he decided to what his meals ahead of time?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['chew', 'eating', 'digest', 'prepare', 'eat food'], dtype=object)}"
E,Where would someone find freshest possible eggs?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['supermarket', 'grocery store', 'in a salad', ""bird's nest"",
       'chicken coop'], dtype=object)}"
D,Where will you store a bowl while not in use?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['apartment', 'outside', 'dishwasher', 'cabinet', 'restaurant'],
      dtype=object)}"
B,On what continent would you find a lemur?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['hole', 'australia', 'cage', 'wilderness', 'forrest'], dtype=object)}"
B,"The child wanted to test electricity, so what did he feel as a result?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cause fire', 'shock', 'short fuse', 'kill if used improperly',
       'produce heat'], dtype=object)}"
C,"Although he didn't reply to the email, what did he do with it since he found it funny?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ignore', 'delete', 'forward', 'question', 'ask'], dtype=object)}"
B,"Dad is putting away folding chairs after a party, where does he store them?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['church', 'garage', 'attic', 'room', 'closet'], dtype=object)}"
D,"If you see policemen outside wearing safety vest and holding flashlights, what are they doing?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['corner thief', 'help', 'searching in dark', 'direct traffic',
       'hurry along'], dtype=object)}"
D,Where could you find an armchair that is used by many people?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['lounge', 'office', 'study', 'hospital', 'furniture store'],
      dtype=object)}"
B,What is a psychological benefit of having fun?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['glee', 'stress relief', 'smiling', 'twinkle', 'may laugh'],
      dtype=object)}"
D,"All the wild flowers were in bloom, it looked like somebody had painted the entire what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['table', 'vase', 'surface of earth', 'countryside', 'nursery'],
      dtype=object)}"
B,Where might someone store guns in a loft?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['frame house', 'hunting lodge', 'kitchen', 'ranch',
       'city apartment'], dtype=object)}"
E,The school has three wings and had enough space for 5000 students. How might one describe it?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['buffalo', 'hospital', 'birdhouse', 'mansion', 'large building'],
      dtype=object)}"
D,Where are you if you're hearing a bass clarinet accompanying people singing in German?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['orchestra', 'school band', 'music store', 'opera house',
       'symphony'], dtype=object)}"
D,"The farmer is making grow a tomato, what does he specialize?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['flowering', 'barn', 'growth', 'plants', 'more of'], dtype=object)}"
D,James was planning a vacation. he was doing this because he worked hard and needed something. What did he need?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stock options', 'arguments', 'spending money', 'relaxation',
       'enjoying'], dtype=object)}"
D,"If a product doesn't last, what does it have a reputation of doing?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['disintegrate', 'wear out', 'desolved', 'fall apart', 'dissipate'],
      dtype=object)}"
C,"The alley cats were all beginning to gather together, but one loud crash sent them all what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['disburse', 'charming', 'scattering', 'spread', 'dispense'],
      dtype=object)}"
D,"Sarah did much hard work, even though she was on vacation.  Her mother told her off and said what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['unemployment', 'say something', 'earn money', 'do nothing',
       'relaxation'], dtype=object)}"
E,What is something that comes from your voice?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['volume', 'loud', 'being heard', 'beautiful', 'sound'],
      dtype=object)}"
D,What might someone be trying to achieve by getting wet?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['could', 'get cold', 'shrinking', 'cool off', 'shower'],
      dtype=object)}"
A,What might end up on the roof?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['roof', 'air', 'tree', 'park', 'ocean'], dtype=object)}"
E,WHat does learning about world poverty lead to?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['enlightenment', 'confusion', 'loss of innocence', 'solution',
       'sadness'], dtype=object)}"
D,Where would the heifer go to join her herd?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['slaughterhouse', 'cow palace', 'dairy farm', 'cow pasture',
       'barnyard'], dtype=object)}"
C,The audience sits enthralled watching a spectacular battle full of shooting and explosions.  Where is the audience most likely to be?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['church', 'hockey game', 'movie theater', 'new york stadium',
       'stadium'], dtype=object)}"
A,Where would you put onions right before chopping them?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['table', 'pantry', 'refrigerator', 'pizza', 'front porch'],
      dtype=object)}"
C,"When not playing your mandolin, where would you store it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['closet', 'musical instrument store', 'instrument case',
       'music shop', 'music store'], dtype=object)}"
A,How do the bosses share knowledge in person at work?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['meeting', 'dinner', 'encyclopedia', 'class', 'university'],
      dtype=object)}"
B,A member of the audience was struck in the head by a ball. What sort of building is the audience most likely in?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['movie theater', 'stadium', 'church', 'show', 'arena'],
      dtype=object)}"
B,"If children are happy, what do they do?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['enjoyed', 'skip', 'sleep', 'awesome', 'watch television'],
      dtype=object)}"
E,"If a phoneless person needs to make a call from a public phone, where might they find one?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['office', 'desktop', ""neighbor's house"", 'movie theater',
       'rest area'], dtype=object)}"
B,What does someone want to do fast when they complete something in a perfunctory way?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['careful', 'complete', 'thoughtful', 'thorough', 'go on'],
      dtype=object)}"
B,"A quarter of it was twenty five pounds, so the whole was what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['school year', 'hundredweight', 'upper', 'century', 'hour'],
      dtype=object)}"
B,John didn't have to ride his bike.  He did it for only one reason. What reason is that?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['thirst', 'enjoyment', 'for fun', 'pleasure', 'fatigue'],
      dtype=object)}"
C,"The play was nearly starting, everybody took their seat in the what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['show', 'in cinema', 'theatre', 'bench', 'martorell'], dtype=object)}"
B,Where does a cast act?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['perform', 'stage', 'cast net', 'film', 'broken leg'], dtype=object)}"
